basin_code,basin,category,category_label,CT,yy,mm,dd,hh,MWS,Rp,accumulated_precipitation_mm
NA,North Atlantic,TS,Tropical Storm,AL022011,2011,07,18,18,111.0,777.79,18128.3125
NA,North Atlantic,TS,Tropical Storm,AL022011,2011,07,19,00,111.0,713.74,8574.75
NA,North Atlantic,TS,Tropical Storm,AL022011,2011,07,19,06,92.5,586.99,6014.3125
NA,North Atlantic,TS,Tropical Storm,AL022011,2011,07,19,12,83.25,439.16,3654.375
NA,North Atlantic,TS,Tropical Storm,AL022011,2011,07,19,18,83.25,693.9,3368.25
NA,North Atlantic,TS,Tropical Storm,AL022011,2011,07,20,00,83.25,774.42,3926.25
NA,North Atlantic,TS,Tropical Storm,AL022011,2011,07,20,06,83.25,835.63,1113.4375
NA,North Atlantic,TS,Tropical Storm,AL022011,2011,07,20,12,83.25,525.68,8304.1875
NA,North Atlantic,TS,Tropical Storm,AL022011,2011,07,20,18,83.25,872.58,12042.6875
NA,North Atlantic,TS,Tropical Storm,AL022011,2011,07,21,00,83.25,601.55,3793.75
NA,North Atlantic,TS,Tropical Storm,AL022011,2011,07,21,06,74.0,568.18,6342.1875
NA,North Atlantic,TS,Tropical Storm,AL022011,2011,07,21,12,64.75,692.19,9689.4375
NA,North Atlantic,TS,Tropical Storm,AL022011,2011,07,21,18,64.75,855.76,6020.0
NA,North Atlantic,TS,Tropical Storm,AL022012,2012,05,25,18,64.75,851.04,22534.5625
NA,North Atlantic,TS,Tropical Storm,AL022012,2012,05,26,00,74.0,713.9,11729.3125
NA,North Atlantic,TS,Tropical Storm,AL022012,2012,05,26,06,74.0,548.3,9079.625
NA,North Atlantic,TS,Tropical Storm,AL022012,2012,05,26,12,74.0,575.61,12651.8125
NA,North Atlantic,TS,Tropical Storm,AL022012,2012,05,26,18,74.0,604.16,6791.625
NA,North Atlantic,TS,Tropical Storm,AL022012,2012,05,27,00,83.25,871.57,6229.0
